input,output
"Is there any Heart Home Round Non Woven Fabric Foldable Laundry Basket|Toy Storage Basket|Cloth Storage Basket With Handles,45 Ltr (Bei... available for less than 499.0?","product name: Heart Home Round Non Woven Fabric Foldable Laundry Basket|Toy Storage Basket|Cloth Storage Basket With Handles,45 Ltr (Bei..., price: 499.0"
Is there any Kira -400ml Hair Plastic Haircut Mist Sprayer Water Spray Bottle for Barber Hairdressing Salon Tool - available for less than 199.0?,"product name: Kira -400ml Hair Plastic Haircut Mist Sprayer Water Spray Bottle for Barber Hairdressing Salon Tool -, price: 199.0"
I would like to get a Microtek Brand All-in-one (AIO) Trolley Compatible for All Types of Batteries (Single/Double/Jumbo/Flat Plate/Tall Tubular.... The cost should not exceed 1500.0.,"product name: Microtek Brand All-in-one (AIO) Trolley Compatible for All Types of Batteries (Single/Double/Jumbo/Flat Plate/Tall Tubular..., price: 1500.0"
"I want to purchase a Havells 1200mm Milor Energy Saving Ceiling Fan (Dusk, Pack of 1). The price should be no more than 5840.0.","product name: Havells 1200mm Milor Energy Saving Ceiling Fan (Dusk, Pack of 1), price: 5840.0"
"I'm looking to buy a LG 7 Kg 5 Star Inverter Touch panel Fully-Automatic Front Load Washing Machine with In-Built Heater (FHM1207SDM, Middle Bl.... My budget is under 43990.0.","product name: LG 7 Kg 5 Star Inverter Touch panel Fully-Automatic Front Load Washing Machine with In-Built Heater (FHM1207SDM, Middle Bl..., price: 43990.0"
I would like to get a Fun Homes Power-Free Hand Blender And Beater In Kitchen Appliances With High Speed Operation (Egg And Cream; Milkshake; So.... The cost should not exceed 399.0.,"product name: Fun Homes Power-Free Hand Blender And Beater In Kitchen Appliances With High Speed Operation (Egg And Cream; Milkshake; So..., price: 399.0"
Is there any Letino RO 6” Inch Leak Proof UV LED For All RO UV UF Domestic Water Purifier | Compatible with All Types of water purifier... available for less than 659.0?,"product name: Letino RO 6” Inch Leak Proof UV LED For All RO UV UF Domestic Water Purifier | Compatible with All Types of water purifier..., price: 659.0"
I want to purchase a Candes Star High Speed Decorative 1200 mm / 48 inch Anti-Rust 405-RPM Ceiling Fan with 2 Yrs. Warranty (Coffee Brown). The price should be no more than 2299.0.,"product name: Candes Star High Speed Decorative 1200 mm / 48 inch Anti-Rust 405-RPM Ceiling Fan with 2 Yrs. Warranty (Coffee Brown), price: 2299.0"
I wish to buy a Da Anushi Split AC Service Wash Bag Cover AC Service Cleaning Cover Waterproof Indoor Unit Service Cover Bag with Drain Ou.... My price limit is 999.0.,"product name: Da Anushi Split AC Service Wash Bag Cover AC Service Cleaning Cover Waterproof Indoor Unit Service Cover Bag with Drain Ou..., price: 999.0"
"Is there any VIOMI SE Robot Vacuum Cleaner and Mop with Intelligent Laser Navigation, 2200Pa Strong Suction, 200ml Smart Water Tank, 32... available for less than 39999.0?","product name: VIOMI SE Robot Vacuum Cleaner and Mop with Intelligent Laser Navigation, 2200Pa Strong Suction, 200ml Smart Water Tank, 32..., price: 39999.0"
I'm interested in buying a Kapli Premium 2000 W Touch Panel Infrared Induction Cooktop (use with All Utensils) with Free SS Barbeque Grill. It should be priced under 4999.0.,"product name: Kapli Premium 2000 W Touch Panel Infrared Induction Cooktop (use with All Utensils) with Free SS Barbeque Grill, price: 4999.0"
"I want to purchase a ZOQWEID Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother for Coffee, Egg Beater, Hand Ble.... The price should be no more than 499.0.","product name: ZOQWEID Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother for Coffee, Egg Beater, Hand Ble..., price: 499.0"
Can you find me a KHC Lint Filter for LG. Top Load/Loading Fully Automatic Washing Machine Magic Filter (Blue) Set of 2 for a price below 399.0?,"product name: KHC Lint Filter for LG. Top Load/Loading Fully Automatic Washing Machine Magic Filter (Blue) Set of 2, price: 399.0"
Can you find me a HAZEL Alfa Cooker Container | Cooker Vessel Set For 3 Litre I Set of 2 with Glossy Finish Utensil Set Stainless Steel Cook... for a price below 859.0?,"product name: HAZEL Alfa Cooker Container | Cooker Vessel Set For 3 Litre I Set of 2 with Glossy Finish Utensil Set Stainless Steel Cook..., price: 859.0"
"I'm looking to buy a Haier 1.5 Ton 3 Star Frost Self Clean Inverter Split AC(5-in-1 Easy convertible, 2023 Model, HSU18K-PYS3BE1-INV, White). My budget is under 65990.0.","product name: Haier 1.5 Ton 3 Star Frost Self Clean Inverter Split AC(5-in-1 Easy convertible, 2023 Model, HSU18K-PYS3BE1-INV, White), price: 65990.0"
"I would like to get a Samsung 28 L Convection Microwave Oven (MC28A5013AK/TL, Black, Curd Anytime). The cost should not exceed 15590.0.","product name: Samsung 28 L Convection Microwave Oven (MC28A5013AK/TL, Black, Curd Anytime), price: 15590.0"
"I would like to get a HARMAN INDUSTRIES Euro-6 AXAIL Ventilation/Exhaust Fan (6-inch, 150 mm, Ivory). The cost should not exceed 1199.0.","product name: HARMAN INDUSTRIES Euro-6 AXAIL Ventilation/Exhaust Fan (6-inch, 150 mm, Ivory), price: 1199.0"
I need a Pigeon Ivory 1000W Dry Iron. It should cost less than 895.0.,"product name: Pigeon Ivory 1000W Dry Iron, price: 895.0"
"I wish to buy a JPT Super Combo F8 HIGH-Pressure CAR Washer Pump with Heavy Foam Lance, 5PCS Nozzle Tips, QC Set for Hose and Gun. My price limit is 28099.0.","product name: JPT Super Combo F8 HIGH-Pressure CAR Washer Pump with Heavy Foam Lance, 5PCS Nozzle Tips, QC Set for Hose and Gun, price: 28099.0"
I would like to get a CARDEX Digital Kitchen Weighing Machine Multipurpose Electronic Weight Scale With Back Lite LCD Display for Measuring Foo.... The cost should not exceed 389.0.,"product name: CARDEX Digital Kitchen Weighing Machine Multipurpose Electronic Weight Scale With Back Lite LCD Display for Measuring Foo..., price: 389.0"
"I would like to get a Panasonic SR-W18GH 660-Watt Automatic Warmer Cooker Combo Pack (Gold, 4.4 Liters). The cost should not exceed 5495.0.","product name: Panasonic SR-W18GH 660-Watt Automatic Warmer Cooker Combo Pack (Gold, 4.4 Liters), price: 5495.0"
Can you find me a Crompton High Flo Neo High Speed 400 mm (16 inch) 50W Oscillating Pedestal Fan (Coffee Brown) for a price below 4000.0?,"product name: Crompton High Flo Neo High Speed 400 mm (16 inch) 50W Oscillating Pedestal Fan (Coffee Brown), price: 4000.0"
"I need a Morphy Richards SM3006 750-Watt Toast Sandwich Maker with Removable Non-Stick Coated Toast Plate, Anti-Skid Feet & Hinged .... It should cost less than 2445.0.","product name: Morphy Richards SM3006 750-Watt Toast Sandwich Maker with Removable Non-Stick Coated Toast Plate, Anti-Skid Feet & Hinged ..., price: 2445.0"
"I need a Amazon Basics 300 W Hand Blender with Detachable Stem and In-Built Cord Hook, ISI-Marked, Black. It should cost less than 1299.0.","product name: Amazon Basics 300 W Hand Blender with Detachable Stem and In-Built Cord Hook, ISI-Marked, Black, price: 1299.0"
"Can you find me a TEXUM TX-25 Portable high Pressure Car Washer Machine for Washing car, Bike, Vehicles, 135 Bar Max Pressure and 2.0 KW Mot... for a price below 9000.0?","product name: TEXUM TX-25 Portable high Pressure Car Washer Machine for Washing car, Bike, Vehicles, 135 Bar Max Pressure and 2.0 KW Mot..., price: 9000.0"
I'm interested in buying a sarrah Swimming Pool Water Purifier Chlorine TCCA 90% Granules (5 kg). It should be priced under 4760.0.,"product name: sarrah Swimming Pool Water Purifier Chlorine TCCA 90% Granules (5 kg), price: 4760.0"
"I need a Haier 6 kg Fully-Automatic Top Loading Washing Machine (HWM60-1269DB, Moonlight Grey). It should cost less than 17750.0.","product name: Haier 6 kg Fully-Automatic Top Loading Washing Machine (HWM60-1269DB, Moonlight Grey), price: 17750.0"
"I would like to get a HEWA 12 inch 300mm Dual side air direction REVERSIBLE Fresh air Metal Exhaust fan Ventilation fan for Kitchen, Bathroom, O.... The cost should not exceed 1799.0.","product name: HEWA 12 inch 300mm Dual side air direction REVERSIBLE Fresh air Metal Exhaust fan Ventilation fan for Kitchen, Bathroom, O..., price: 1799.0"
"Do you have a Symphony Touch 20 Personal Air Cooler for Home with Honeycomb Pads, Powerful Blower, i-Pure Technology and Removable Tank... for under 8299.0?","product name: Symphony Touch 20 Personal Air Cooler for Home with Honeycomb Pads, Powerful Blower, i-Pure Technology and Removable Tank..., price: 8299.0"
"Can you find me a iBELL 340H Meat Grinder / Mincer, Big Size - 3 Litre Glass Bowl, 450W, for Chopping Meat, Vegetables, Onion , Garlic Slice... for a price below 4290.0?","product name: iBELL 340H Meat Grinder / Mincer, Big Size - 3 Litre Glass Bowl, 450W, for Chopping Meat, Vegetables, Onion , Garlic Slice..., price: 4290.0"
I would like to get a Purifit Washing Machine Filter & Water Softener for Washing Machine with Advanced Layers of Filtration | Removes Limescale.... The cost should not exceed 2999.0.,"product name: Purifit Washing Machine Filter & Water Softener for Washing Machine with Advanced Layers of Filtration | Removes Limescale..., price: 2999.0"
"I want to purchase a Godrej 185 L 3 Star Direct-Cool Single Door Refrigerator (RD UNO 1853 PTF AQ BL, Aqua Blue, Cool Lock Technology, 2022 Model). The price should be no more than 15990.0.","product name: Godrej 185 L 3 Star Direct-Cool Single Door Refrigerator (RD UNO 1853 PTF AQ BL, Aqua Blue, Cool Lock Technology, 2022 Model), price: 15990.0"
"I'm looking to buy a Classic® Top Load Washing Machine Cover Suitable for Samsung Back Panel 6.2 Kg, 6.5 Kg, 7.0 Kg, 7.2 Kg, 7.5 Kg (Black & Gr.... My budget is under 900.0.","product name: Classic® Top Load Washing Machine Cover Suitable for Samsung Back Panel 6.2 Kg, 6.5 Kg, 7.0 Kg, 7.2 Kg, 7.5 Kg (Black & Gr..., price: 900.0"
"I would like to get a Noir Aqua UV Filter with LED + UF Filter + 4pcs Elbows + 1/4” Water Pipe Tube, Supports All Domestic Water Purifiers For H.... The cost should not exceed 999.0.","product name: Noir Aqua UV Filter with LED + UF Filter + 4pcs Elbows + 1/4” Water Pipe Tube, Supports All Domestic Water Purifiers For H..., price: 999.0"
Is there any HAVAI Honeycomb Pad - Back - for Symphony Ninja 17 Litre Personal Cooler available for less than 699.0?,"product name: HAVAI Honeycomb Pad - Back - for Symphony Ninja 17 Litre Personal Cooler, price: 699.0"
Please help me find a Prestige Glass Kettle PGKL 1.2 L (Black) that costs below 2795.0.,"product name: Prestige Glass Kettle PGKL 1.2 L (Black), price: 2795.0"
Please help me find a Attro Non-Stick Sandwich Gas Toaster Regular (Black) that costs below 499.0.,"product name: Attro Non-Stick Sandwich Gas Toaster Regular (Black), price: 499.0"
"Can you find me a ADORMA FDW 75L 800W Food Display Warmer 75 Liters, Food grade stainless steel interior with 1 Year Warranty… for a price below 15500.0?","product name: ADORMA FDW 75L 800W Food Display Warmer 75 Liters, Food grade stainless steel interior with 1 Year Warranty…, price: 15500.0"
I'm interested in buying a usha heavy weight iron heavy weigt 1.75 kg - white. It should be priced under 1500.0.,"product name: usha heavy weight iron heavy weigt 1.75 kg - white, price: 1500.0"
"Can you find me a Whirlpool 330 L Frost Free Multi-Door Refrigerator(FP 343D Protton Roy, Alpha Steel) for a price below 41400.0?","product name: Whirlpool 330 L Frost Free Multi-Door Refrigerator(FP 343D Protton Roy, Alpha Steel), price: 41400.0"
Is there any Bosch 8 kg 5 Star 1400RPM INVERTER TOUCH CONTROL Fully Automatic Front Load with Heater Silver  (WAJ28262IN) available for less than 58490.0?,"product name: Bosch 8 kg 5 Star 1400RPM INVERTER TOUCH CONTROL Fully Automatic Front Load with Heater Silver  (WAJ28262IN), price: 58490.0"
"Do you have a Maharaja Whiteline MG 123, 500W Mixer Grinder with 3 Jars (Cherry Red & White), Standard, MG 1.2.3 / MX-237 for under 3799.0?","product name: Maharaja Whiteline MG 123, 500W Mixer Grinder with 3 Jars (Cherry Red & White), Standard, MG 1.2.3 / MX-237, price: 3799.0"
"Do you have a Usha Cookjoy (Cj1600Wpc) 1600 Watt Induction Cooktop (Black), Sealed, 1 Burner for under 4290.0?","product name: Usha Cookjoy (Cj1600Wpc) 1600 Watt Induction Cooktop (Black), Sealed, 1 Burner, price: 4290.0"
"I wish to buy a LG 7 Kg 5 Star Semi-Automatic Top Loading Washing Machine (P7010NBAZ, Dark Blue). My price limit is 15990.0.","product name: LG 7 Kg 5 Star Semi-Automatic Top Loading Washing Machine (P7010NBAZ, Dark Blue), price: 15990.0"
Is there any Zoroo Semi Automatic Washing Machine Spin Cover/Spinner/Dryer Safety Cap (Diameter: 25cm)(Grey) (3) available for less than 490.0?,"product name: Zoroo Semi Automatic Washing Machine Spin Cover/Spinner/Dryer Safety Cap (Diameter: 25cm)(Grey) (3), price: 490.0"
Is there any SBD Universal PVC 1. 5m Top Semi Load Washing Machine Inlet Water Flexible Hose Pipe Pack available for less than 299.0?,"product name: SBD Universal PVC 1. 5m Top Semi Load Washing Machine Inlet Water Flexible Hose Pipe Pack, price: 299.0"
"Is there any Blue Star 1 Ton 3 Star Convertible 4 in 1 Cooling Inverter Split AC (Copper, Multi Sensors, Stabalizer Free Operation, Dus... available for less than 51500.0?","product name: Blue Star 1 Ton 3 Star Convertible 4 in 1 Cooling Inverter Split AC (Copper, Multi Sensors, Stabalizer Free Operation, Dus..., price: 51500.0"
"Can you find me a Classic® Top Load Washing Machine Cover Suitable For IFB 6.5 Kg, 7.0 Kg, 7.5 Kg, 8 Kg Only (60cms X 60cms X 90cms) Half Wh... for a price below 900.0?","product name: Classic® Top Load Washing Machine Cover Suitable For IFB 6.5 Kg, 7.0 Kg, 7.5 Kg, 8 Kg Only (60cms X 60cms X 90cms) Half Wh..., price: 900.0"
Do you have a CATIVE Mini Sewing Machine For Home Tailoring Use | Mini Silai Machine | Mini Stitching With With Multicolour Threads Set for under 2499.0?,"product name: CATIVE Mini Sewing Machine For Home Tailoring Use | Mini Silai Machine | Mini Stitching With With Multicolour Threads Set, price: 2499.0"
"Can you find me a Vozica Mini Portable Air Cooler,Personal Space Cooler Easy to fill water and mood led light and portable Air Conditioner D... for a price below 3599.0?","product name: Vozica Mini Portable Air Cooler,Personal Space Cooler Easy to fill water and mood led light and portable Air Conditioner D..., price: 3599.0"
"I need a JAYANTHI Stainless South Indian Filter Coffee Maker, Makes 200ml. It should cost less than 520.0.","product name: JAYANTHI Stainless South Indian Filter Coffee Maker, Makes 200ml, price: 520.0"
Please help me find a Shakti Technology S7 High Pressure Car Washer Machine with Copper Winding 2100 Watts and Pressure 130 Bar for Cleaning Ca... that costs below 10999.0.,"product name: Shakti Technology S7 High Pressure Car Washer Machine with Copper Winding 2100 Watts and Pressure 130 Bar for Cleaning Ca..., price: 10999.0"
Is there any Absorbia Moisture Absorber|Absorbia Reusable Box w/Refill-Pack of 3 (400 g X 3 Boxes)|Absorbs 800ml| Dehumidifier for Base... available for less than 897.0?,"product name: Absorbia Moisture Absorber|Absorbia Reusable Box w/Refill-Pack of 3 (400 g X 3 Boxes)|Absorbs 800ml| Dehumidifier for Base..., price: 897.0"
Please help me find a Wonderchef Onyx Hand Mixer | Hand Blender | Beater | Variable 5 Speed Control | 1 Year warranty | Silent Operation | Black that costs below 2500.0.,"product name: Wonderchef Onyx Hand Mixer | Hand Blender | Beater | Variable 5 Speed Control | 1 Year warranty | Silent Operation | Black, price: 2500.0"
"Do you have a Luminous Zolt 1100 Pure Sine Wave 900VA/12V Inverter for Home, Office & Shops for under 10000.0?","product name: Luminous Zolt 1100 Pure Sine Wave 900VA/12V Inverter for Home, Office & Shops, price: 10000.0"
I wish to buy a Butterfly Cylindrical KRC-22 2.8-Litre 800-Watt Electric Rice Cooker (White). My price limit is 5645.0.,"product name: Butterfly Cylindrical KRC-22 2.8-Litre 800-Watt Electric Rice Cooker (White), price: 5645.0"
"I would like to get a Rylan Powerful Rechargeable 1.5 Watts Table Fan with 21 SMD LED Light, Table Fan for Home, Table Fans, Table Fan for Offic.... The cost should not exceed 1199.0.","product name: Rylan Powerful Rechargeable 1.5 Watts Table Fan with 21 SMD LED Light, Table Fan for Home, Table Fans, Table Fan for Offic..., price: 1199.0"
"I would like to get a Betlex Sewing Machine Light, 6W 12LED's Daylight LED Work Lamp with Flexible Gooseneck Magnetic Mounting Base for Sewing R.... The cost should not exceed 1299.0.","product name: Betlex Sewing Machine Light, 6W 12LED's Daylight LED Work Lamp with Flexible Gooseneck Magnetic Mounting Base for Sewing R..., price: 1299.0"
Is there any Hose Inlet Pipe for Top Loading Fully Automatic Washing Machine Water Inflow Hose Pipe SET of 1 Size (3 meter) available for less than 890.0?,"product name: Hose Inlet Pipe for Top Loading Fully Automatic Washing Machine Water Inflow Hose Pipe SET of 1 Size (3 meter), price: 890.0"
Do you have a Aircon Floron R22 Refrigerant Gas Can for Air Conditioner for under 925.0?,"product name: Aircon Floron R22 Refrigerant Gas Can for Air Conditioner, price: 925.0"
"I need a freshcant Moisture Absorber by CILICAnT | Dehumidifier for Basement, Storerooms, Spare Rooms & Lofts | Protect against Mol.... It should cost less than 2159.0.","product name: freshcant Moisture Absorber by CILICAnT | Dehumidifier for Basement, Storerooms, Spare Rooms & Lofts | Protect against Mol..., price: 2159.0"
"I wish to buy a AA ALOK AGENCIES 26"" Mist Fan Cooler Water Mist Fan Commercial Domestic Big Spray Mist Fan 6.5 Ft - Black. My price limit is 28999.0.","product name: AA ALOK AGENCIES 26"" Mist Fan Cooler Water Mist Fan Commercial Domestic Big Spray Mist Fan 6.5 Ft - Black, price: 28999.0"
"I need a VRPRIME Hair Mist Spray Bottle, Continuous 360 Sprayers, Ultra Fine Water Mist for Cleaning, Plant, Gardening, Ironing, & .... It should cost less than 999.0.","product name: VRPRIME Hair Mist Spray Bottle, Continuous 360 Sprayers, Ultra Fine Water Mist for Cleaning, Plant, Gardening, Ironing, & ..., price: 999.0"
"I want to purchase a Cookwell Bullet Mixer Grinder (5 Jars, 3 Blades, Silver). The price should be no more than 6000.0.","product name: Cookwell Bullet Mixer Grinder (5 Jars, 3 Blades, Silver), price: 6000.0"
"I wish to buy a Yellow Weaves Top Loading Fully Automatic Washing Machine Cover for 6.5 kg,7 kg, 7.5 kg -(Blue). My price limit is 448.0.","product name: Yellow Weaves Top Loading Fully Automatic Washing Machine Cover for 6.5 kg,7 kg, 7.5 kg -(Blue), price: 448.0"
"I'm looking to buy a ROYAL STEP Portable Electric USB Juice Maker Juicer Bottle Blender Grinder Mixer,6 Blades Rechargeable Bottle with (Multic.... My budget is under 2199.0.","product name: ROYAL STEP Portable Electric USB Juice Maker Juicer Bottle Blender Grinder Mixer,6 Blades Rechargeable Bottle with (Multic..., price: 2199.0"
I need a Star Weaves Washing Machine Cover for Front Load IFB Senator Aqua SX - 8 Kg - KUM05. It should cost less than 999.0.,"product name: Star Weaves Washing Machine Cover for Front Load IFB Senator Aqua SX - 8 Kg - KUM05, price: 999.0"
"Please help me find a iBELL PEK20W Premium 2.0 Litre Stainless Steel Electric Kettle,1500W Auto Cut-Off Feature, 360 degree Rotating Base, Safet... that costs below 1990.0.","product name: iBELL PEK20W Premium 2.0 Litre Stainless Steel Electric Kettle,1500W Auto Cut-Off Feature, 360 degree Rotating Base, Safet..., price: 1990.0"
I wish to buy a NH Enterprise Digital Kitchen Weighing Machine Multipurpose Electronic Weight Scale with Back Light LCD Display for Measur.... My price limit is 999.0.,"product name: NH Enterprise Digital Kitchen Weighing Machine Multipurpose Electronic Weight Scale with Back Light LCD Display for Measur..., price: 999.0"
I wish to buy a Alstorm Aluminum 6 Inch Chimney Exhaust Pipe with Cowel Cover or Flexible Duct Pipe Up to 10 Feet (Silver). My price limit is 1990.0.,"product name: Alstorm Aluminum 6 Inch Chimney Exhaust Pipe with Cowel Cover or Flexible Duct Pipe Up to 10 Feet (Silver), price: 1990.0"
"I wish to buy a Goodlife Aqua 1/4"" RO Connector Pack Connectors Pack for RO UV UF Water Filters Purifiers with 10 Meter Pipe 19 Elbow 15 m.... My price limit is 600.0.","product name: Goodlife Aqua 1/4"" RO Connector Pack Connectors Pack for RO UV UF Water Filters Purifiers with 10 Meter Pipe 19 Elbow 15 m..., price: 600.0"
Is there any HAVELLS 400MM SWING WALL FAN OFF WHITE available for less than 3270.0?,"product name: HAVELLS 400MM SWING WALL FAN OFF WHITE, price: 3270.0"
"I want to purchase a Boss Breeze Hand Blender, 350-Watt, 2-Speed, Blue. The price should be no more than 2295.0.","product name: Boss Breeze Hand Blender, 350-Watt, 2-Speed, Blue, price: 2295.0"
I wish to buy a SaiEllin Water Heater Rod 1500W Immersion Rod Waterproof Shockproof Heater For Home Use Metal Body | ISI Approved With 1 Y.... My price limit is 399.0.,"product name: SaiEllin Water Heater Rod 1500W Immersion Rod Waterproof Shockproof Heater For Home Use Metal Body | ISI Approved With 1 Y..., price: 399.0"
"I'm looking to buy a SOFLIN Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming, Cooking, Boiling and Frying (400 Watts, Blue). My budget is under 999.0.","product name: SOFLIN Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming, Cooking, Boiling and Frying (400 Watts, Blue), price: 999.0"
"I would like to get a Goel Home Decor Combo of Exclusive Decorative Kitchen Fridge Top Cover(Brown Flower), 1 Handle Cover, 4 Fridge Mats (Brow.... The cost should not exceed 999.0.","product name: Goel Home Decor Combo of Exclusive Decorative Kitchen Fridge Top Cover(Brown Flower), 1 Handle Cover, 4 Fridge Mats (Brow..., price: 999.0"
"Is there any Oriley 2110 Ultrasonic Cool Mist Humidifier With Remote Control and Digital LED Display For Dryness, Cold And Cough, for H... available for less than 4069.0?","product name: Oriley 2110 Ultrasonic Cool Mist Humidifier With Remote Control and Digital LED Display For Dryness, Cold And Cough, for H..., price: 4069.0"
Can you find me a Panasonic MX-AC400 550-Watt Super Mixer Grinder with 4 Jars (Black) for a price below 9295.0?,"product name: Panasonic MX-AC400 550-Watt Super Mixer Grinder with 4 Jars (Black), price: 9295.0"
"Please help me find a Clarkia 3 Piece Size #4 Cotton Cone Coffee Filters Unbleached All-Natural, Reusable Filter Pour Over Dripper - Eco-Friendly that costs below 299.0.","product name: Clarkia 3 Piece Size #4 Cotton Cone Coffee Filters Unbleached All-Natural, Reusable Filter Pour Over Dripper - Eco-Friendly, price: 299.0"
"I would like to get a Morphy Richards at 402 1450W Pop-Up Toaster,  4-Slice Automatic Pop up Toaster with Removable Crumb Tray, 7-Levels Brownin.... The cost should not exceed 3216.0.","product name: Morphy Richards at 402 1450W Pop-Up Toaster,  4-Slice Automatic Pop up Toaster with Removable Crumb Tray, 7-Levels Brownin..., price: 3216.0"
"I'm interested in buying a Primalite Mini HEART Waffle Maker 4 Inch- 350 Watts: Stainless Steel Dual Non-Stick Sides, UNIQUE HEART SHAPE DESIGN PLAT.... It should be priced under 1999.0.","product name: Primalite Mini HEART Waffle Maker 4 Inch- 350 Watts: Stainless Steel Dual Non-Stick Sides, UNIQUE HEART SHAPE DESIGN PLAT..., price: 1999.0"
"I'm looking to buy a Aquanza Purerite PP Spun Filter Cartridge Pre Filter | Outer Filter Candle | 5 Micron Pre Filter 10"" PP Spun Filter for Al.... My budget is under 999.0.","product name: Aquanza Purerite PP Spun Filter Cartridge Pre Filter | Outer Filter Candle | 5 Micron Pre Filter 10"" PP Spun Filter for Al..., price: 999.0"
Is there any CHIRAG DISTRIBUTION:- RO Water Purifier Thik Outer Filter Candle/Spun Cartridge-2 Pcs (10 inch/2.76inch) - White available for less than 1000.0?,"product name: CHIRAG DISTRIBUTION:- RO Water Purifier Thik Outer Filter Candle/Spun Cartridge-2 Pcs (10 inch/2.76inch) - White, price: 1000.0"
"I'm looking to buy a Amazon Basics 450 W Nutri Blender with 3 Speed Settings and 2 Unbreakable Polycarbonate Jars - 600 ml + 300 ml, ISI-Marke.... My budget is under 3999.0.","product name: Amazon Basics 450 W Nutri Blender with 3 Speed Settings and 2 Unbreakable Polycarbonate Jars - 600 ml + 300 ml, ISI-Marke..., price: 3999.0"
I'm looking to buy a Shinzo Fabric Designer Box Printed Fridge Top Cover (21 X 39 Inch) (Purple Leaf). My budget is under 499.0.,"product name: Shinzo Fabric Designer Box Printed Fridge Top Cover (21 X 39 Inch) (Purple Leaf), price: 499.0"
Do you have a BSE 350W BOSH Star Hand Blender Mixer (King Black) for under 1999.0?,"product name: BSE 350W BOSH Star Hand Blender Mixer (King Black), price: 1999.0"
I want to purchase a Philips PowerPro FC9352/01 Compact Bagless Vacuum Cleaner for home with 1900 Watt motor for strong suction power (Blue). The price should be no more than 11995.0.,"product name: Philips PowerPro FC9352/01 Compact Bagless Vacuum Cleaner for home with 1900 Watt motor for strong suction power (Blue), price: 11995.0"
"Please help me find a IFB 30 L Convection Microwave Oven (30BC5, Black, With Starter Kit) that costs below 17890.0.","product name: IFB 30 L Convection Microwave Oven (30BC5, Black, With Starter Kit), price: 17890.0"
"I wish to buy a ARTOOL A84 Silica Gel Flower Drying Powder, DIY Flower Drying Powder Silica Gel for Preservative Flowers, 450. My price limit is 450.0.","product name: ARTOOL A84 Silica Gel Flower Drying Powder, DIY Flower Drying Powder Silica Gel for Preservative Flowers, 450, price: 450.0"
Is there any Yogiraj Activated Carbon Faucet Water Filters Universal Interface Home Kitchen Faucet Tap Water Clean Purifier Filter Cart... available for less than 599.0?,"product name: Yogiraj Activated Carbon Faucet Water Filters Universal Interface Home Kitchen Faucet Tap Water Clean Purifier Filter Cart..., price: 599.0"
"I'm looking to buy a Angelware Washing Machine Anti Vibration Pads Washer with Suction Cup Feet, Fridge Washing Machine Leveling Feet Anti Walk.... My budget is under 999.0.","product name: Angelware Washing Machine Anti Vibration Pads Washer with Suction Cup Feet, Fridge Washing Machine Leveling Feet Anti Walk..., price: 999.0"
"I'm looking to buy a Purifit Powerful Alkaline Media and Sediment Water Filter Pitcher with Micro-Flow Technology 3.5-litres, Equipped with Car.... My budget is under 2999.0.","product name: Purifit Powerful Alkaline Media and Sediment Water Filter Pitcher with Micro-Flow Technology 3.5-litres, Equipped with Car..., price: 2999.0"
Can you find me a Electronic spices 12 Volt 200 Watt Inverter Board Based Frequency Adjustable Inverters Motherboard (200 WATT) for a price below 484.0?,"product name: Electronic spices 12 Volt 200 Watt Inverter Board Based Frequency Adjustable Inverters Motherboard (200 WATT), price: 484.0"
"I need a iBELL 10YO Induction Cooktop 2000W with Auto Shut Off and Overheat Protection, BIS Certified, Black. It should cost less than 3890.0.","product name: iBELL 10YO Induction Cooktop 2000W with Auto Shut Off and Overheat Protection, BIS Certified, Black, price: 3890.0"
"Can you find me a KRPLUS 7.5 Inch Spun Filter/RO Filter/Pre Filter 5 Micron for PUREIT Water Purifier, 2.75"" OD, 120 Gram (Pack Of 4) for a price below 2299.0?","product name: KRPLUS 7.5 Inch Spun Filter/RO Filter/Pre Filter 5 Micron for PUREIT Water Purifier, 2.75"" OD, 120 Gram (Pack Of 4), price: 2299.0"
I wish to buy a Arvika sales Trivet/Shelf (Opal) Compatible with Whirlpool Protton/Mastermind Series Double Door Refrigerator. My price limit is 990.0.,"product name: Arvika sales Trivet/Shelf (Opal) Compatible with Whirlpool Protton/Mastermind Series Double Door Refrigerator, price: 990.0"
"Please help me find a ALMONARD 80W Wall Fan, Ivory/black that costs below 6180.0.","product name: ALMONARD 80W Wall Fan, Ivory/black, price: 6180.0"
I would like to get a LG/Goldstar Microwave Glass Turntable Tray/Plate 12 3/4 Inch. The cost should not exceed 1599.0.,"product name: LG/Goldstar Microwave Glass Turntable Tray/Plate 12 3/4 Inch, price: 1599.0"
"Can you find me a Nova Lint Remover/Shavers Cum Fuzz Remover for All Woolens (Sweaters, Blankets, Jackets) Lint Roller for a price below 999.0?","product name: Nova Lint Remover/Shavers Cum Fuzz Remover for All Woolens (Sweaters, Blankets, Jackets) Lint Roller, price: 999.0"
